,time,temperature [°C],relative humidity [%],dew point [°C],apparent temperature [°C],wind speed [km/h],wind direction [°]
3628,2024-10-31T04:00,10.2,80,6.9,8.8,3.9,74
3629,2024-10-31T05:00,10,81,6.8,8.6,4,69
3630,2024-10-31T06:00,10.1,80,6.9,8.7,4.2,70
3631,2024-10-31T07:00,10.1,81,6.9,8.7,4.2,70
3632,2024-10-31T08:00,12.9,73,8.2,12.1,2.7,48
3633,2024-10-31T09:00,15.9,67,9.8,15.6,1.5,97
3634,2024-10-31T10:00,18.1,59,9.9,17,7.2,158
3635,2024-10-31T11:00,19.3,50,8.5,16.4,17.8,172
3636,2024-10-31T12:00,19.8,48,8.5,16.8,18.2,177
3637,2024-10-31T13:00,19.7,51,9.2,17.1,16.2,184
3638,2024-10-31T14:00,20,49,9.1,17.6,14.6,181
3639,2024-10-31T15:00,19.9,50,9.2,17.9,12.1,179
3640,2024-10-31T16:00,19,56,9.9,17.7,9.2,173
3641,2024-10-31T17:00,16.8,64,9.9,15.6,7.9,168
3642,2024-10-31T18:00,14.8,74,10.2,14,5.9,162
3643,2024-10-31T19:00,14.1,79,10.6,13.5,5.6,138
3644,2024-10-31T20:00,12.5,85,10,11.9,4.5,133
3645,2024-10-31T21:00,11.6,85,9.1,10.8,4.3,118
3646,2024-10-31T22:00,10.9,84,8.3,9.9,3.9,114
3647,2024-10-31T23:00,10.2,84,7.7,9.2,3.1,111
3648,2024-11-01T00:00,10,83,7.2,8.8,3.1,100
3649,2024-11-01T01:00,10.7,86,8.5,10,2.3,94
3650,2024-11-01T02:00,10.1,84,7.5,8.6,5.6,90
3651,2024-11-01T03:00,9.3,85,7,8,3.7,113
3652,2024-11-01T04:00,9.1,85,6.7,7.9,3,128
3653,2024-11-01T05:00,8.9,83,6.2,7.5,2.8,105
3654,2024-11-01T06:00,11,71,5.8,9.6,2.6,102
3655,2024-11-01T07:00,11.3,70,6,9.7,4.2,353
3656,2024-11-01T08:00,12,72,7.1,10.9,2.3,342
3657,2024-11-01T09:00,14.1,72,9.1,13,6,3
3658,2024-11-01T10:00,16.1,65,9.5,15.1,6.1,348
3659,2024-11-01T11:00,17.9,60,10.1,17.3,4.1,347
3660,2024-11-01T12:00,19.1,56,10.2,19.3,1,121
3661,2024-11-01T13:00,20.2,50,9.6,19.9,2.2,9
3662,2024-11-01T14:00,20.6,48,9.1,20.1,2.2,175
3663,2024-11-01T15:00,20.1,50,9.5,19.2,5.2,136
3664,2024-11-01T16:00,18.9,59,10.7,18.1,7.6,181
3665,2024-11-01T17:00,16.2,73,11.5,15.3,9.2,176
3666,2024-11-01T18:00,13.9,86,11.6,13.4,6.9,174
3667,2024-11-01T19:00,12.7,89,11,12.2,5.1,141
3668,2024-11-01T20:00,12.1,88,10.2,11.6,4,144
3669,2024-11-01T21:00,11.1,87,9,10.4,2.7,148
3670,2024-11-01T22:00,10.2,88,8.3,9.6,1.3,146
3671,2024-11-01T23:00,10,85,7.6,9.3,0.6,124
3672,2024-11-02T00:00,10.1,81,7,9,2.5,90
3673,2024-11-02T01:00,12.2,74,7.6,11.3,1.8,323
3674,2024-11-02T02:00,12.2,72,7.2,11.1,2.4,189
3675,2024-11-02T03:00,11.2,82,8.2,10.3,3.2,286
3676,2024-11-02T04:00,11.3,77,7.5,10,4.7,28
3677,2024-11-02T05:00,10.8,78,7.1,9.7,2.9,79
3678,2024-11-02T06:00,10,84,7.3,8.7,4.2,234
3679,2024-11-02T07:00,8.8,91,7.4,8.1,0.6,162
3680,2024-11-02T08:00,9.8,91,8.4,9.2,0.9,180
3681,2024-11-02T09:00,12,82,9.1,11.4,3.1,339
3682,2024-11-02T10:00,14.2,76,10,13.4,6.2,334
3683,2024-11-02T11:00,16.2,69,10.4,15.4,6.3,360
3684,2024-11-02T12:00,17.5,65,10.9,17.1,6.1,355
3685,2024-11-02T13:00,18.3,57,9.6,16,15.1,160
3686,2024-11-02T14:00,18.5,54,8.9,18,2.1,165
3687,2024-11-02T15:00,18.9,48,7.6,17.9,2.3,45
3688,2024-11-02T16:00,18.5,51,8.1,17.6,2.8,325
3689,2024-11-02T17:00,17.3,52,7.3,15.9,5.2,314
3690,2024-11-02T18:00,16.5,53,6.9,15.4,2.4,126
3691,2024-11-02T19:00,13.2,68,7.5,11.9,4.6,121
3692,2024-11-02T20:00,11,78,7.4,9.8,3.7,133
3693,2024-11-02T21:00,9.6,84,7,8.3,3.7,125
3694,2024-11-02T22:00,8.8,85,6.4,7.3,3.6,127
3695,2024-11-02T23:00,8.3,85,6,7,2.6,124
3696,2024-11-03T00:00,8.2,84,5.6,6.7,2.7,113
3697,2024-11-03T01:00,8.8,84,6.3,7.5,2.5,111
3698,2024-11-03T02:00,8.8,82,5.8,7.3,3.3,103
3699,2024-11-03T03:00,9.4,73,4.9,7.6,4.2,83
3700,2024-11-03T04:00,9,72,4.3,7,4.6,69
3701,2024-11-03T05:00,9,69,3.6,6.8,4.8,61
3702,2024-11-03T06:00,9.6,63,2.8,7.3,4.6,59
3703,2024-11-03T07:00,7.1,76,3.2,4.6,6,69
3704,2024-11-03T08:00,10.8,60,3.2,9,1.3,188
3705,2024-11-03T09:00,12.7,65,6.2,11.4,2.5,270
3706,2024-11-03T10:00,14.3,69,8.6,13.4,3.8,267
3707,2024-11-03T11:00,16.1,64,9.3,15.4,4,278
3708,2024-11-03T12:00,18.1,51,7.7,17.3,3.8,301
3709,2024-11-03T13:00,19.3,45,7.1,18.1,3.8,225
3710,2024-11-03T14:00,19.9,45,7.6,18.8,3.3,229
3711,2024-11-03T15:00,19.7,50,9,18.7,5.4,201
3712,2024-11-03T16:00,19,59,10.9,18.3,6.6,193
3713,2024-11-03T17:00,17.1,69,11.3,16,10.9,161
3714,2024-11-03T18:00,15.6,77,11.6,15.3,5.6,158
3715,2024-11-03T19:00,14,82,10.9,13.6,4.4,111
3716,2024-11-03T20:00,13.1,84,10.5,12.7,4,85
3717,2024-11-03T21:00,11.6,87,9.4,11,2.7,98
3718,2024-11-03T22:00,10.4,86,8.2,9.6,2.1,110
3719,2024-11-03T23:00,9.8,83,7.1,8.7,2.6,106
3720,2024-11-04T00:00,9.6,79,6.2,8.2,2.7,94
3721,2024-11-04T01:00,10.5,76,6.5,9.3,2.4,99
3722,2024-11-04T02:00,9.5,75,5.4,8,2.7,86
3723,2024-11-04T03:00,8.8,76,4.9,7.1,3.3,81
3724,2024-11-04T04:00,8.4,75,4.3,6.5,3.4,84
3725,2024-11-04T05:00,7.7,77,4,5.7,4,90
3726,2024-11-04T06:00,7.7,76,3.7,5.6,4.4,99
3727,2024-11-04T07:00,7.9,75,3.8,5.8,4.4,99
3728,2024-11-04T08:00,11.8,65,5.3,10.2,2.9,86
3729,2024-11-04T09:00,15,60,7.3,13.7,4.4,339
3730,2024-11-04T10:00,17.6,57,8.9,16.8,3.5,348
3731,2024-11-04T11:00,19.9,52,9.8,19.5,2.3,331
3732,2024-11-04T12:00,21.5,49,10.4,21.8,0.5,315
3733,2024-11-04T13:00,22,47,10.2,21.9,1.3,278
3734,2024-11-04T14:00,22.6,44,9.6,21.9,3.9,196
3735,2024-11-04T15:00,22.6,44,9.8,21.9,4.3,213
3736,2024-11-04T16:00,21.5,57,12.7,21.9,3.3,202
3737,2024-11-04T17:00,18.4,67,12,18,6.9,174
3738,2024-11-04T18:00,16.1,72,11,15,9.6,160
3739,2024-11-04T19:00,14.4,76,10.3,13.3,7.8,151
3740,2024-11-04T20:00,13.1,76,9.1,12,5.9,145
3741,2024-11-04T21:00,12,76,7.9,10.4,7.4,151
3742,2024-11-04T22:00,11.3,74,6.9,9.4,7.8,140
3743,2024-11-04T23:00,11.6,67,5.6,9.5,6.6,133
3744,2024-11-05T00:00,12.3,59,4.6,10,6.5,141
3745,2024-11-05T01:00,12,60,4.4,9.6,7.3,140
3746,2024-11-05T02:00,13.6,47,2.4,11.1,5.2,136
3747,2024-11-05T03:00,12.9,48,2,10.4,4.7,137
3748,2024-11-05T04:00,10.6,58,2.6,8.3,4.5,130
3749,2024-11-05T05:00,9.7,61,2.5,7.5,3.1,130
3750,2024-11-05T06:00,9.2,63,2.5,7.2,1.9,131
3751,2024-11-05T07:00,9.7,60,2.3,7.6,2.5,120
3752,2024-11-05T08:00,12.6,58,4.6,11.1,1.8,101
3753,2024-11-05T09:00,15.2,50,4.8,13.4,3.8,349
3754,2024-11-05T10:00,17.6,46,5.9,15.8,5.4,346
3755,2024-11-05T11:00,19.7,42,6.3,17.9,6.6,351
3756,2024-11-05T12:00,21.1,39,6.7,19.4,8.6,349
3757,2024-11-05T13:00,22.4,43,9.2,21.3,8.8,321
3758,2024-11-05T14:00,22.8,41,8.8,21.2,8.7,302
3759,2024-11-05T15:00,22.5,41,8.7,21,7.9,309
3760,2024-11-05T16:00,21.1,51,10.6,20.3,6.7,326
3761,2024-11-05T17:00,17.6,65,11,16.6,8.9,332
3762,2024-11-05T18:00,18.9,51,8.5,17.4,7.7,295
3763,2024-11-05T19:00,17.9,55,8.8,16.7,5.7,215
3764,2024-11-05T20:00,15,68,9.2,13.8,6.9,197
3765,2024-11-05T21:00,15.8,64,9.1,14.9,5.1,203
3766,2024-11-05T22:00,15,67,8.9,14.3,2.7,152
3767,2024-11-05T23:00,14.1,70,8.6,13.5,1.3,90
3768,2024-11-06T00:00,13.1,70,7.8,12.4,1.2,63
3769,2024-11-06T01:00,9.7,82,6.8,8.4,3.2,74
3770,2024-11-06T02:00,8.8,83,6.2,7.2,4.8,68
3771,2024-11-06T03:00,10.8,70,5.6,9.1,4.2,59
3772,2024-11-06T04:00,11.8,66,5.7,10.1,4.4,19
3773,2024-11-06T05:00,11.9,67,6,10.4,3.5,15
3774,2024-11-06T06:00,11.9,68,6.1,10.4,3.3,29
3775,2024-11-06T07:00,12.1,67,6,10.8,1.9,41
3776,2024-11-06T08:00,12.9,64,6.1,11.6,2.2,360
3777,2024-11-06T09:00,15,67,8.9,14.2,3.2,322
3778,2024-11-06T10:00,17.5,60,9.6,16.9,3.7,325
3779,2024-11-06T11:00,19.4,53,9.5,18.9,3,327
3780,2024-11-06T12:00,20.7,51,10.2,21.1,0.7,360
3781,2024-11-06T13:00,21.2,47,9.5,21.2,1.8,143
3782,2024-11-06T14:00,21.2,50,10.3,20.5,5.5,167
3783,2024-11-06T15:00,20.5,53,10.6,19,11.7,165
3784,2024-11-06T16:00,18.9,62,11.4,17.4,13.1,164
3785,2024-11-06T17:00,16.7,72,11.6,15.9,8.8,163
3786,2024-11-06T18:00,15,79,11.4,14.3,7.7,141
3787,2024-11-06T19:00,13.4,84,10.7,12.5,7.6,142
3788,2024-11-06T20:00,12.4,85,10,11.6,5.7,136
3789,2024-11-06T21:00,11.7,87,9.5,10.9,4.4,117
3790,2024-11-06T22:00,10.8,88,8.9,10.1,2.8,101
3791,2024-11-06T23:00,10.1,88,8.2,9.2,2.7,94
3792,2024-11-07T00:00,9.7,88,7.7,8.7,2.9,97
3793,2024-11-07T01:00,10.1,88,8.2,9.2,3,104
3794,2024-11-07T02:00,9.7,86,7.6,8.6,3.5,81
3795,2024-11-07T03:00,11.4,75,7.2,10.4,2.5,94
3796,2024-11-07T04:00,11.9,72,7.1,10.5,4.3,48
3797,2024-11-07T05:00,11.8,72,7,10.5,4.1,34
3798,2024-11-07T06:00,11.5,74,7,10.2,4.3,22
3799,2024-11-07T07:00,11.3,76,7.1,9.9,4.6,9
3800,2024-11-07T08:00,11.5,79,7.9,10.5,3.4,16
3801,2024-11-07T09:00,13.6,74,9.2,12.8,4.5,2
3802,2024-11-07T10:00,16.2,65,9.6,15.4,4.5,14
3803,2024-11-07T11:00,18.2,60,10.2,18,2,27
3804,2024-11-07T12:00,19.7,56,10.5,19.8,2.7,148
3805,2024-11-07T13:00,20.3,54,10.6,20.5,2.6,164
3806,2024-11-07T14:00,20.5,53,10.6,20.1,4,159
3807,2024-11-07T15:00,20.4,54,10.7,19.5,7.8,158
3808,2024-11-07T16:00,19.1,60,11.1,17.6,12.2,164
3809,2024-11-07T17:00,16.7,70,11.2,15.3,12.3,162
3810,2024-11-07T18:00,14.7,81,11.4,13.9,8.7,150
3811,2024-11-07T19:00,13.1,87,11,12.6,5.7,145
3812,2024-11-07T20:00,12,89,10.2,11.2,5.5,144
3813,2024-11-07T21:00,11.2,90,9.6,10.5,4.7,133
3814,2024-11-07T22:00,10.5,89,8.8,9.5,4.9,118
3815,2024-11-07T23:00,9.6,88,7.8,8.2,5.8,120
3816,2024-11-08T00:00,9.7,81,6.7,8.1,5.3,114
3817,2024-11-08T01:00,10.9,80,7.6,9,8.5,132
3818,2024-11-08T02:00,10.8,80,7.5,8.9,8.8,149
3819,2024-11-08T03:00,11.5,78,7.8,9.7,8.3,158
3820,2024-11-08T04:00,13.2,71,8,11.8,6.2,172
3821,2024-11-08T05:00,12.3,74,7.8,10.8,6.6,137
3822,2024-11-08T06:00,11.1,79,7.7,9.2,9.4,116
3823,2024-11-08T07:00,11.6,82,8.7,10.3,6.4,234
3824,2024-11-08T08:00,14,79,10.5,13.7,3.3,135
3825,2024-11-08T09:00,16.9,62,9.5,16.4,2.5,172
3826,2024-11-08T10:00,20,53,10.2,19.5,3.9,158
3827,2024-11-08T11:00,20.6,51,10.1,19.7,6.6,209
3828,2024-11-08T12:00,19.7,56,10.7,19.1,5.8,206
3829,2024-11-08T13:00,20.6,51,10.1,19.2,9.7,192
3830,2024-11-08T14:00,19.4,65,12.6,19.7,3.3,209
3831,2024-11-08T15:00,19.1,64,12.1,19.2,3.5,219
3832,2024-11-08T16:00,17.9,71,12.5,18.2,3.8,197
3833,2024-11-08T17:00,16.7,72,11.7,16.4,5.2,164
3834,2024-11-08T18:00,16.4,69,10.6,16,4.4,212
3835,2024-11-08T19:00,15.3,74,10.7,15,3.8,197
3836,2024-11-08T20:00,14.5,76,10.4,14,4.9,147
3837,2024-11-08T21:00,14,76,9.8,13.5,3.1,100
3838,2024-11-08T22:00,13.7,74,9,13.2,1.6,6
3839,2024-11-08T23:00,12.7,79,9.1,11.9,4,306
3840,2024-11-09T00:00,12.1,82,9.2,11.4,3.3,229
3841,2024-11-09T01:00,12.4,85,9.9,11.8,3.8,169
3842,2024-11-09T02:00,12.5,83,9.7,12.1,2.1,128
3843,2024-11-09T03:00,12.2,82,9.3,11.8,1.5,353
3844,2024-11-09T04:00,11.7,84,9.1,11.2,2.1,322
3845,2024-11-09T05:00,11.4,85,9.1,11.1,0.5,360
3846,2024-11-09T06:00,11.3,85,8.9,10.6,2.7,318
3847,2024-11-09T07:00,10.4,91,9.1,9.8,2.7,323
3848,2024-11-09T08:00,11.1,85,8.8,10.5,2.2,104
3849,2024-11-09T09:00,13.1,77,9.1,12.6,2.4,261
3850,2024-11-09T10:00,14.7,73,10,14.1,4.7,252
3851,2024-11-09T11:00,16.4,67,10.2,15.8,5,229
3852,2024-11-09T12:00,17.2,66,10.8,16.4,7.2,271
3853,2024-11-09T13:00,18.1,69,12.3,18.4,3.2,254
3854,2024-11-09T14:00,19.2,61,11.4,19.3,2,270
3855,2024-11-09T15:00,20.2,52,10.1,19.3,6.7,289
3856,2024-11-09T16:00,19.4,55,10,18.4,7.2,289
3857,2024-11-09T17:00,16.7,65,10.2,15.6,8.1,274
3858,2024-11-09T18:00,14.3,77,10.3,13.4,6.9,290
3859,2024-11-09T19:00,12.6,85,10.2,11.6,7.4,284
3860,2024-11-09T20:00,13.5,83,10.7,12.9,5.4,250
3861,2024-11-09T21:00,12.6,87,10.5,12,5.5,207
3862,2024-11-09T22:00,11.9,91,10.4,11.4,4.6,211
3863,2024-11-09T23:00,11.1,93,10,10.4,4.9,176
3864,2024-11-10T00:00,11.3,93,10.2,10.6,5,193
3865,2024-11-10T01:00,9,97,8.6,7.8,6.3,178
3866,2024-11-10T02:00,11,92,9.8,10.2,5.1,197
3867,2024-11-10T03:00,10.6,94,9.6,9.8,4.9,216
3868,2024-11-10T04:00,10,96,9.4,9.4,3.3,202
3869,2024-11-10T05:00,9.5,98,9.3,8.8,3.6,213
3870,2024-11-10T06:00,9.2,100,9.2,8.3,4.9,231
3871,2024-11-10T07:00,9,100,9,7.8,6,243
3872,2024-11-10T08:00,9.2,99,9.1,8.2,5.8,244
3873,2024-11-10T09:00,11.1,92,9.9,10,7.9,243
3874,2024-11-10T10:00,13.5,82,10.5,12.3,9.4,244
3875,2024-11-10T11:00,16.2,66,9.9,14.8,9.6,257
3876,2024-11-10T12:00,18.3,55,9,16.9,9.7,285
3877,2024-11-10T13:00,20.1,37,4.9,17.5,11.1,316
3878,2024-11-10T14:00,20.4,36,4.9,17.9,8.7,346
3879,2024-11-10T15:00,20.1,37,5.1,17.9,7,4
3880,2024-11-10T16:00,18.9,47,7.2,17.3,5.6,7
3881,2024-11-10T17:00,15.8,59,7.8,14.2,7.4,7
3882,2024-11-10T18:00,14.2,63,7.2,12.4,7.2,359
3883,2024-11-10T19:00,12.4,72,7.5,10.7,6.8,338
3884,2024-11-10T20:00,10.6,80,7.3,8.8,7.6,301
3885,2024-11-10T21:00,9.9,83,7.1,8.2,6.5,272
3886,2024-11-10T22:00,9.3,84,6.8,7.6,6.4,245
3887,2024-11-10T23:00,9.9,80,6.6,8.4,4.7,227
3888,2024-11-11T00:00,9.7,79,6.3,8,5.4,220
3889,2024-11-11T01:00,8.4,88,6.5,6.6,6.5,193
3890,2024-11-11T02:00,8.5,85,6,6.4,7.4,187
3891,2024-11-11T03:00,10.5,73,6,8.8,4.9,186
3892,2024-11-11T04:00,10,75,5.8,8.1,5.6,195
3893,2024-11-11T05:00,10.3,73,5.8,8.8,3.3,186
3894,2024-11-11T06:00,10,74,5.6,8.6,2.5,150
3895,2024-11-11T07:00,9.8,75,5.5,8.4,1.6,84
3896,2024-11-11T08:00,9.9,77,6,8.4,3.5,15
3897,2024-11-11T09:00,11.8,74,7.4,10.7,3.1,332
3898,2024-11-11T10:00,14.4,66,8.1,13.5,2.5,315
3899,2024-11-11T11:00,16.6,59,8.4,15.8,2.8,342
3900,2024-11-11T12:00,18.2,52,8.3,17.7,1.5,14
3901,2024-11-11T13:00,19.2,43,6.2,17.8,2.8,345
3902,2024-11-11T14:00,19.3,41,5.8,17.5,5.1,350
3903,2024-11-11T15:00,19.2,41,5.7,17.5,4,10
3904,2024-11-11T16:00,18.1,49,7.1,16.9,3.3,131
3905,2024-11-11T17:00,15.3,64,8.6,13,13.4,163
3906,2024-11-11T18:00,13.3,77,9.4,11.7,10,167
3907,2024-11-11T19:00,12.2,82,9.2,10.8,7.8,142
3908,2024-11-11T20:00,10.9,86,8.6,9.3,8.1,135
3909,2024-11-11T21:00,10,88,8.2,8.6,6.4,128
3910,2024-11-11T22:00,8.9,91,7.5,7.8,3.7,119
3911,2024-11-11T23:00,8.2,91,6.8,7,2.7,122
3912,2024-11-12T00:00,7.9,91,6.5,6.8,1.9,131
3913,2024-11-12T01:00,9,87,7,8,2.1,128
3914,2024-11-12T02:00,10.5,78,6.8,9.5,1.3,106
3915,2024-11-12T03:00,10.3,77,6.4,8.8,4.7,2
3916,2024-11-12T04:00,9.6,80,6.4,8.2,3.8,3
3917,2024-11-12T05:00,9.4,81,6.3,8.3,1,211
3918,2024-11-12T06:00,9,83,6.3,7.4,4.7,2
3919,2024-11-12T07:00,6.2,91,4.9,3.9,7.1,19
3920,2024-11-12T08:00,8.5,82,5.6,7.1,1.8,11
3921,2024-11-12T09:00,10.5,77,6.6,9.2,3,287
3922,2024-11-12T10:00,12,75,7.7,10.9,3.4,270
3923,2024-11-12T11:00,13.7,71,8.6,12.7,4.7,263
3924,2024-11-12T12:00,15.1,64,8.2,14.1,5,249
3925,2024-11-12T13:00,17.2,50,6.7,15.7,5,270
3926,2024-11-12T14:00,17.3,52,7.3,15.7,6.2,287
3927,2024-11-12T15:00,17.3,53,7.6,15.9,5.1,297
3928,2024-11-12T16:00,17,53,7.5,15.7,4.7,298
3929,2024-11-12T17:00,14.8,62,7.6,13.6,4.4,339
3930,2024-11-12T18:00,13.6,65,7.3,12.2,5,308
3931,2024-11-12T19:00,12.8,71,7.7,11.7,3.1,280
3932,2024-11-12T20:00,12,76,7.9,11,2.8,259
3933,2024-11-12T21:00,10.4,85,7.9,9.4,3.3,315
3934,2024-11-12T22:00,9.9,87,7.9,9.2,1.5,277
3935,2024-11-12T23:00,8.5,92,7.3,7.3,4,219
3936,2024-11-13T00:00,8.2,93,7.1,7,2.8,162
3937,2024-11-13T01:00,7.7,93,6.7,6.4,3.7,129
3938,2024-11-13T02:00,7.1,92,6,5.6,3.5,125
3939,2024-11-13T03:00,7.4,89,5.7,5.8,3.3,131
3940,2024-11-13T04:00,8.1,85,5.8,6.5,3.4,122
3941,2024-11-13T05:00,8.7,81,5.7,7.5,0.8,63
3942,2024-11-13T06:00,8.6,96,8,8,0.6,18
3943,2024-11-13T07:00,8.7,90,7.2,7.4,4.2,350
3944,2024-11-13T08:00,8.5,91,7.2,6.7,7.9,24
3945,2024-11-13T09:00,9.2,90,7.7,7.9,5.2,356
3946,2024-11-13T10:00,10.3,90,8.7,9.3,4.2,324
3947,2024-11-13T11:00,10.3,91,9,9.2,6.1,358
3948,2024-11-13T12:00,11,90,9.4,10.4,3.2,360
3949,2024-11-13T13:00,10.7,93,9.6,9,11.1,292
3950,2024-11-13T14:00,9.4,93,8.3,7.1,12.9,295
3951,2024-11-13T15:00,9.3,92,8.1,7.7,7.7,21
3952,2024-11-13T16:00,10.4,91,9,9.1,7.4,96
3953,2024-11-13T17:00,10.5,90,8.9,9.5,5.1,264
3954,2024-11-13T18:00,9.8,95,9.1,8.1,10.5,307
3955,2024-11-13T19:00,9.3,95,8.5,8.4,3.6,6
3956,2024-11-13T20:00,9.5,94,8.5,8.2,6.4,10
3957,2024-11-13T21:00,9.6,93,8.6,8.3,6.3,51
3958,2024-11-13T22:00,9.8,92,8.6,9,3.5,55
3959,2024-11-13T23:00,9.8,91,8.5,9,2.8,50
3960,2024-11-14T00:00,9.7,91,8.2,8.9,2.2,66
3961,2024-11-14T01:00,9.5,91,8.1,8.5,3.6,49
3962,2024-11-14T02:00,9,93,7.8,7.9,3.7,67
3963,2024-11-14T03:00,8,94,7,7,1.8,90
3964,2024-11-14T04:00,8,94,7.1,6.9,3,76
3965,2024-11-14T05:00,7.2,94,6.3,5.8,2.9,94
3966,2024-11-14T06:00,6.7,93,5.7,5.1,3.7,79
3967,2024-11-14T07:00,6.9,91,5.5,5.5,1.9,73
3968,2024-11-14T08:00,9,86,6.8,7.4,5.6,45
3969,2024-11-14T09:00,11.8,81,8.7,10.5,6.6,344
3970,2024-11-14T10:00,14.8,69,9.1,13.4,8.1,336
3971,2024-11-14T11:00,17.5,55,8.4,16.1,6.7,336
3972,2024-11-14T12:00,19.3,49,8.5,18.3,4.7,337
3973,2024-11-14T13:00,18.8,54,9.2,18,4.1,319
3974,2024-11-14T14:00,19.1,53,9.3,18.3,4.6,342
3975,2024-11-14T15:00,19.2,54,9.6,18.5,4.5,323
3976,2024-11-14T16:00,17.9,68,12,18.1,3,295
3977,2024-11-14T17:00,14.5,75,10.1,14.3,1.7,302
3978,2024-11-14T18:00,12.8,80,9.4,12.4,1.7,108
3979,2024-11-14T19:00,10.7,85,8.4,9.8,3.5,105
3980,2024-11-14T20:00,9.3,88,7.3,8.1,3.1,97
3981,2024-11-14T21:00,8.2,87,6.1,6.8,3.4,93
3982,2024-11-14T22:00,7.7,82,4.8,5.9,3.5,99
3983,2024-11-14T23:00,7.7,76,3.6,5.9,1.9,107
3984,2024-11-15T00:00,7.7,71,2.7,5.7,2.5,90
3985,2024-11-15T01:00,8.8,70,3.7,7.1,1.9,56
3986,2024-11-15T02:00,8.5,71,3.5,6.9,1.1,81
3987,2024-11-15T03:00,8.2,74,3.8,6.5,1.5,69
3988,2024-11-15T04:00,7.2,79,3.8,5.1,4.2,65
3989,2024-11-15T05:00,7.1,79,3.7,5.1,3.9,53
3990,2024-11-15T06:00,6.6,81,3.6,4.4,4.4,55
3991,2024-11-15T07:00,6.7,80,3.5,4.7,3.5,55
3992,2024-11-15T08:00,9.7,75,5.5,8.1,3.1,45
3993,2024-11-15T09:00,13.7,70,8.2,12.5,5,345
3994,2024-11-15T10:00,16.6,68,10.8,15.7,8.4,341
3995,2024-11-15T11:00,19.2,59,11.1,18.6,6.2,338
3996,2024-11-15T12:00,21.2,50,10.3,21.4,0.8,297
3997,2024-11-15T13:00,21.3,45,8.8,20.6,2.4,318
3998,2024-11-15T14:00,22.1,32,4.6,20.1,5,199
3999,2024-11-15T15:00,21.9,30,3.5,19.4,7,192
4000,2024-11-15T16:00,19.6,45,7.5,18.2,5.1,219
4001,2024-11-15T17:00,16.3,52,6.5,14.9,4,252
4002,2024-11-15T18:00,15.1,59,7.1,14.3,0.6,34
4003,2024-11-15T19:00,13.4,65,7,12.2,2.8,63
4004,2024-11-15T20:00,12.1,70,6.8,10.9,3.2,52
4005,2024-11-15T21:00,11,74,6.5,9.8,2.3,67
4006,2024-11-15T22:00,10.2,74,5.8,8.8,2.4,54
4007,2024-11-15T23:00,9.1,77,5.2,7.4,3.6,63
4008,2024-11-16T00:00,8.6,76,4.7,6.9,3.3,61
4009,2024-11-16T01:00,10.2,71,5.2,8.4,4.3,57
4010,2024-11-16T02:00,10,75,5.8,8.5,2.7,58
4011,2024-11-16T03:00,8.7,80,5.5,7,3.9,62
4012,2024-11-16T04:00,9.3,76,5.3,7.7,3.1,66
4013,2024-11-16T05:00,9.7,74,5.3,8,3.7,61
4014,2024-11-16T06:00,9.5,73,4.8,8,1.6,84
4015,2024-11-16T07:00,9.2,72,4.4,7.6,1.6,63
4016,2024-11-16T08:00,10.8,69,5.4,9.3,2.7,58
4017,2024-11-16T09:00,12.7,70,7.4,11.7,2.7,110
4018,2024-11-16T10:00,16.3,55,7.2,14.8,5.3,123
4019,2024-11-16T11:00,17.3,55,8.2,16.3,4,10
4020,2024-11-16T12:00,17,57,8.4,15.4,8.4,110
4021,2024-11-16T13:00,22,41,8,21,3.5,208
4022,2024-11-16T14:00,22.4,33,5.5,19.5,12,154
4023,2024-11-16T15:00,21.7,36,5.9,18.4,15.5,160
4024,2024-11-16T16:00,19.5,52,9.3,17.5,12.7,169
4025,2024-11-16T17:00,15.4,72,10.3,14.7,6,164
4026,2024-11-16T18:00,13.1,79,9.5,12.4,3.8,98
4027,2024-11-16T19:00,11.1,81,8,10.1,3.3,103
4028,2024-11-16T20:00,9.9,81,6.8,8.6,3.4,115
4029,2024-11-16T21:00,9,80,5.7,7.5,2.9,101
4030,2024-11-16T22:00,8.7,78,5,7.1,2.3,119
4031,2024-11-16T23:00,8.2,77,4.4,6.5,2.7,110
4032,2024-11-17T00:00,7.8,76,3.8,6,2.4,107
4033,2024-11-17T01:00,9,72,4.3,7.3,2.4,117
4034,2024-11-17T02:00,9.1,71,4.1,7.4,2.4,103
4035,2024-11-17T03:00,10,66,3.9,8.5,0.3,135
4036,2024-11-17T04:00,10.7,62,3.6,9,1.5,69
4037,2024-11-17T05:00,10,69,4.6,8.3,3.1,80
4038,2024-11-17T06:00,10.1,66,3.9,8.6,0.5,135
4039,2024-11-17T07:00,9.6,68,4,8,1.3,214
4040,2024-11-17T08:00,11.1,70,5.7,9.5,3.3,189
4041,2024-11-17T09:00,13.5,59,5.7,12.2,1.9,34
4042,2024-11-17T10:00,15.6,58,7.3,14.2,5.4,312
4043,2024-11-17T11:00,18,51,7.7,16.7,4.8,329
4044,2024-11-17T12:00,19.5,44,6.8,18,4.6,309
4045,2024-11-17T13:00,20.1,42,7,19.1,1.9,311
4046,2024-11-17T14:00,20.8,40,6.8,19.1,6.1,294
4047,2024-11-17T15:00,20,47,8.4,19,4.1,299
