,time,temperature [°C],relative humidity [%],dew point [°C],apparent temperature [°C],wind speed [km/h],wind direction [°]
0,2024-06-02T00:00,18.2,67,12,17.4,10.2,157
1,2024-06-02T01:00,16.4,78,12.6,15.8,9.7,165
2,2024-06-02T02:00,16.3,77,12.4,16.2,6.4,133
3,2024-06-02T03:00,16.6,75,12,16.6,3.9,146
4,2024-06-02T04:00,16.9,72,11.7,17,2.6,146
5,2024-06-02T05:00,16.1,75,11.8,16.1,4,185
6,2024-06-02T06:00,17,69,11.3,16.9,3.3,193
7,2024-06-02T07:00,19,60,11.1,18.9,2.9,150
8,2024-06-02T08:00,21.1,53,11.1,20.6,5.5,157
9,2024-06-02T09:00,23.3,47,11.3,22.8,7.9,156
10,2024-06-02T10:00,25,42,11.3,25.1,10.3,168
11,2024-06-02T11:00,26.6,38,11.1,27.2,10.8,176
12,2024-06-02T12:00,27.5,37,11.4,28.2,12.7,172
13,2024-06-02T13:00,27.4,36,11.1,27.1,14.9,173
14,2024-06-02T14:00,27.8,36,11.3,27.9,11.2,174
15,2024-06-02T15:00,28.1,35,11.1,28.1,9.1,171
16,2024-06-02T16:00,28.2,35,11.3,27.3,10,167
17,2024-06-02T17:00,27.4,37,11.6,26.1,12,164
18,2024-06-02T18:00,24.8,44,11.6,22,22.8,162
19,2024-06-02T19:00,22.8,49,11.5,20.6,18.5,167
20,2024-06-02T20:00,21.2,54,11.6,19.7,13.7,185
21,2024-06-02T21:00,20,57,11.3,19,9.7,184
22,2024-06-02T22:00,19.2,59,11.1,18.5,7.3,171
23,2024-06-02T23:00,18.6,61,11,17.9,7,145
24,2024-06-03T00:00,18,63,10.8,17.4,6.1,140
25,2024-06-03T01:00,16.5,71,11.2,15.4,9.8,163
26,2024-06-03T02:00,16.3,72,11.2,16.2,2.9,120
27,2024-06-03T03:00,15.8,74,11.2,15.7,3.2,90
28,2024-06-03T04:00,15.5,75,11.1,15.5,2.5,90
29,2024-06-03T05:00,15.2,75,10.9,15,3.4,72
30,2024-06-03T06:00,16.4,69,10.7,16.2,3.1,54
31,2024-06-03T07:00,18.6,61,10.8,18.2,4.3,5
32,2024-06-03T08:00,20.9,52,10.7,20.5,4.3,5
33,2024-06-03T09:00,23.3,44,10.2,23.5,1.3,34
34,2024-06-03T10:00,25.9,34,8.8,26.7,2,135
35,2024-06-03T11:00,27.8,28,7.6,28.5,5.2,164
36,2024-06-03T12:00,29.1,25,7.1,28.9,11.2,174
37,2024-06-03T13:00,29.4,25,7.4,28.9,13.3,183
38,2024-06-03T14:00,29.1,27,7.9,27.9,16.6,184
39,2024-06-03T15:00,28.8,27,8.1,27.4,15.7,171
40,2024-06-03T16:00,28.1,29,8.4,25.9,15.4,159
41,2024-06-03T17:00,27,31,8.7,23.9,19,161
42,2024-06-03T18:00,24.8,39,9.8,21.8,20.6,161
43,2024-06-03T19:00,23,44,10,20.5,16.8,170
44,2024-06-03T20:00,21,48,9.6,18.8,14.6,171
45,2024-06-03T21:00,20,51,9.5,18.4,10,159
46,2024-06-03T22:00,19.4,53,9.5,18.3,7,145
47,2024-06-03T23:00,18.8,55,9.5,17.9,5.6,130
48,2024-06-04T00:00,18.2,56,9.4,17.4,4,117
49,2024-06-04T01:00,17.1,57,8.5,15.9,5.1,135
50,2024-06-04T02:00,16.6,60,8.7,16,2.3,108
51,2024-06-04T03:00,16.2,67,10,16,1.3,124
52,2024-06-04T04:00,16,68,10.2,15.7,2.4,153
53,2024-06-04T05:00,16.8,57,8.3,16,2.6,106
54,2024-06-04T06:00,17.1,59,9,16.7,1.4,360
55,2024-06-04T07:00,18.6,53,8.7,17.9,2.2,270
56,2024-06-04T08:00,20.7,46,8.8,20.1,1.8,307
57,2024-06-04T09:00,23.3,40,8.9,23.2,1.6,333
58,2024-06-04T10:00,25.8,32,8,26.3,3.3,347
59,2024-06-04T11:00,27.8,27,7,28.8,3.4,342
60,2024-06-04T12:00,29.1,24,6.5,30.6,2.5,360
61,2024-06-04T13:00,30,22,5.7,30.6,4.5,151
62,2024-06-04T14:00,30.4,22,6,29.6,10.5,158
63,2024-06-04T15:00,30.4,21,5.6,28.1,15.3,161
64,2024-06-04T16:00,30.3,21,5.3,26.9,17.9,171
65,2024-06-04T17:00,28.9,22,5.2,25.5,15.5,185
66,2024-06-04T18:00,28.3,24,6.1,26.1,8.6,202
67,2024-06-04T19:00,26.8,27,6.4,24.8,7.6,185
68,2024-06-04T20:00,24.1,33,6.7,22.3,6.7,164
69,2024-06-04T21:00,22.1,37,6.6,19.7,10.6,145
70,2024-06-04T22:00,20.7,39,6.3,18.3,10.2,132
71,2024-06-04T23:00,19.7,41,6,17.4,9,127
72,2024-06-05T00:00,18.8,43,6,16.8,6.6,131
73,2024-06-05T01:00,17.5,49,6.8,16,5.1,129
74,2024-06-05T02:00,17.2,50,6.6,15.5,5.9,137
75,2024-06-05T03:00,17.1,49,6.3,15.4,5.2,124
76,2024-06-05T04:00,16.6,51,6.4,15.2,3.4,108
77,2024-06-05T05:00,15.7,56,6.8,14.4,3.1,111
78,2024-06-05T06:00,17.5,50,6.9,16.3,3.1,111
79,2024-06-05T07:00,20.9,43,7.7,19.8,3.9,34
80,2024-06-05T08:00,24,33,6.8,22.4,5.4,4
81,2024-06-05T09:00,26.6,28,6.5,25.6,3.8,17
82,2024-06-05T10:00,29.1,23,5.8,29.3,2.2,99
83,2024-06-05T11:00,31,18,4,31,5.5,157
84,2024-06-05T12:00,32.2,17,3.7,32,8.9,166
85,2024-06-05T13:00,32.8,16,3.7,31.8,13,178
86,2024-06-05T14:00,32.9,15,2.9,30.9,17,175
87,2024-06-05T15:00,32.9,14,1.6,30,17.7,175
88,2024-06-05T16:00,32.4,14,1.1,28.6,18.1,173
89,2024-06-05T17:00,31.8,15,1.5,27.6,15.5,177
90,2024-06-05T18:00,30.4,18,3,26.8,13.8,174
91,2024-06-05T19:00,28.1,25,6,25.2,13,174
92,2024-06-05T20:00,25.4,34,8.2,23.4,10.9,172
93,2024-06-05T21:00,23.5,38,8.5,22,7.8,146
94,2024-06-05T22:00,21.8,42,8.3,20.7,4.8,103
95,2024-06-05T23:00,20,46,8.2,18.6,6.5,84
96,2024-06-06T00:00,19,47,7.5,17.4,6.8,93
97,2024-06-06T01:00,19.5,43,6.7,17.7,6.8,93
98,2024-06-06T02:00,19,43,6,17.4,3.9,68
99,2024-06-06T03:00,18.3,42,5.2,16.5,4.5,76
100,2024-06-06T04:00,18,39,3.8,15.8,5.1,82
101,2024-06-06T05:00,17.7,38,3.3,15.7,2.7,67
102,2024-06-06T06:00,19.9,33,3.4,17.7,5.1,86
103,2024-06-06T07:00,23.9,30,5.1,22.2,3.6,53
104,2024-06-06T08:00,27.9,24,5.4,25.9,5.9,322
105,2024-06-06T09:00,31.6,19,5.5,29.5,6.9,133
106,2024-06-06T10:00,33.9,16,4.4,29.4,24.3,151
107,2024-06-06T11:00,34.5,16,5.1,30.1,29,143
108,2024-06-06T12:00,34.9,16,5.4,30.6,28.7,153
109,2024-06-06T13:00,35.5,14,4.3,30.9,24.5,150
110,2024-06-06T14:00,35.9,14,4.3,31.8,18.3,165
111,2024-06-06T15:00,36.5,13,3.6,32.4,24.4,167
112,2024-06-06T16:00,36.4,11,1.4,32.6,15.8,156
113,2024-06-06T17:00,36.1,11,0.8,32.6,10.1,178
114,2024-06-06T18:00,34.7,14,3.1,32.1,6.8,177
115,2024-06-06T19:00,32.8,17,4.9,30.3,8.7,156
116,2024-06-06T20:00,29,26,7.5,26.8,11,148
117,2024-06-06T21:00,26.6,30,7.7,25.4,4,95
118,2024-06-06T22:00,24.8,33,7.3,23.5,4.1,75
119,2024-06-06T23:00,23.4,34,6.9,22.2,3.3,96
120,2024-06-07T00:00,22.8,37,7.5,21.8,2.3,108
121,2024-06-07T01:00,21.8,42,8.2,21.1,1.5,104
122,2024-06-07T02:00,22.4,35,6.2,20.9,3.9,292
123,2024-06-07T03:00,20.8,38,6.1,19,5.8,210
124,2024-06-07T04:00,20.4,39,6.1,18.6,5.7,198
125,2024-06-07T05:00,19.4,42,6,17.7,4.5,151
126,2024-06-07T06:00,20.7,36,5.1,19.3,1.6,117
127,2024-06-07T07:00,22,33,4.8,20.5,1.5,284
128,2024-06-07T08:00,23.5,31,5.3,21.9,2.7,23
129,2024-06-07T09:00,26,28,6.3,25.1,1.8,90
130,2024-06-07T10:00,28.7,26,7.4,28.1,5.1,129
131,2024-06-07T11:00,31.2,22,7.1,30,10.1,186
132,2024-06-07T12:00,32.3,18,5.2,29.4,17.3,182
133,2024-06-07T13:00,33.1,19,6.6,31.4,14.8,203
134,2024-06-07T14:00,32.6,21,7.7,30.6,16.2,197
135,2024-06-07T15:00,31,25,8.4,28.4,15.8,221
136,2024-06-07T16:00,30.3,26,8.9,28.6,9.9,224
137,2024-06-07T17:00,30.2,26,8.6,28.5,9.6,200
138,2024-06-07T18:00,29.6,28,9.2,28.3,7.6,185
139,2024-06-07T19:00,28.3,31,9.5,27.9,1.9,248
140,2024-06-07T20:00,25.9,39,11,25.5,4.5,331
141,2024-06-07T21:00,24.3,46,12.1,23.5,10.1,268
142,2024-06-07T22:00,21.1,63,13.8,20,15.8,253
143,2024-06-07T23:00,18.8,73,13.9,18.7,9,241
144,2024-06-08T00:00,18.3,75,13.8,18.5,7.6,267
145,2024-06-08T01:00,18.3,76,14,18.6,7.1,294
146,2024-06-08T02:00,16.9,81,13.6,17.1,7,249
147,2024-06-08T03:00,16,86,13.6,15.9,8.4,223
148,2024-06-08T04:00,15.2,90,13.5,15.4,6.7,216
149,2024-06-08T05:00,15.3,88,13.3,15.4,6.4,232
150,2024-06-08T06:00,15.6,86,13.3,15.7,6.6,261
151,2024-06-08T07:00,16.3,83,13.4,16.5,5.8,270
152,2024-06-08T08:00,17.3,78,13.4,17.7,5.2,258
153,2024-06-08T09:00,18.8,72,13.6,19.6,2.9,263
154,2024-06-08T10:00,21,62,13.5,22.7,2.9,240
155,2024-06-08T11:00,22.6,54,12.8,24.6,6.2,291
156,2024-06-08T12:00,24.3,37,8.8,24.5,12,316
157,2024-06-08T13:00,24.5,37,8.7,25,9.5,307
158,2024-06-08T14:00,24.6,33,7.4,22.6,16.3,301
159,2024-06-08T15:00,24.5,33,7,22.2,15.6,299
160,2024-06-08T16:00,24.2,34,7.3,21,17.4,264
161,2024-06-08T17:00,22.4,39,7.6,19.2,17.8,284
162,2024-06-08T18:00,21.4,41,7.7,18.6,15.1,288
163,2024-06-08T19:00,20.6,45,8.1,18.3,12.5,288
164,2024-06-08T20:00,18.9,56,9.8,17,12.4,300
165,2024-06-08T21:00,17.9,63,10.7,17.3,6.1,298
166,2024-06-08T22:00,17.1,78,13.3,17.7,3.1,216
167,2024-06-08T23:00,16.5,77,12.5,16.8,3.5,204
168,2024-06-09T00:00,15.9,74,11.2,15.7,4.1,232
169,2024-06-09T01:00,15.1,75,10.7,14.3,7.2,270
170,2024-06-09T02:00,14,86,11.7,13.8,5,270
171,2024-06-09T03:00,13.8,83,11,13.6,3.6,217
172,2024-06-09T04:00,13.4,85,10.9,12.9,5.2,258
173,2024-06-09T05:00,12.9,88,11,12.6,4.3,270
174,2024-06-09T06:00,13.5,85,11,13.1,4.7,266
175,2024-06-09T07:00,14.8,78,11,14.4,5.1,266
176,2024-06-09T08:00,16.4,70,10.9,15.9,5.4,270
177,2024-06-09T09:00,18.5,60,10.6,17.9,5.4,290
178,2024-06-09T10:00,20.3,50,9.6,20.3,6.6,257
179,2024-06-09T11:00,21.8,46,9.8,21.9,9.5,259
180,2024-06-09T12:00,22.6,43,9.3,22.1,10.5,264
181,2024-06-09T13:00,23.4,38,8.3,22.8,12.2,270
182,2024-06-09T14:00,24.1,35,7.8,23.3,13.8,261
183,2024-06-09T15:00,23.7,36,7.7,21.4,14.9,262
184,2024-06-09T16:00,24.8,32,6.8,22.6,13,256
185,2024-06-09T17:00,24.7,31,6.7,22,13,270
186,2024-06-09T18:00,23,40,8.7,19.9,19.1,282
187,2024-06-09T19:00,21.1,49,10.1,19,15.1,288
188,2024-06-09T20:00,19.6,57,10.9,18.3,10.9,278
189,2024-06-09T21:00,18.5,64,11.5,17.9,7.3,250
190,2024-06-09T22:00,17.5,69,11.7,17.1,6.6,225
191,2024-06-09T23:00,16.6,74,11.9,16.5,5.1,219
192,2024-06-10T00:00,15.8,78,12,15.7,5.1,225
193,2024-06-10T01:00,15.8,78,12.1,15.6,6.2,249
194,2024-06-10T02:00,15.1,83,12.3,14.9,6.3,246
195,2024-06-10T03:00,14.7,87,12.5,14.8,4.7,261
196,2024-06-10T04:00,14.3,90,12.7,14.6,4,275
197,2024-06-10T05:00,14.1,91,12.7,14.3,4.7,279
198,2024-06-10T06:00,14.6,88,12.5,14.6,5.4,290
199,2024-06-10T07:00,15.8,78,11.9,15.7,5,330
200,2024-06-10T08:00,17.6,67,11.4,17.6,2.9,330
201,2024-06-10T09:00,20.1,53,10.3,19.7,3.4,288
202,2024-06-10T10:00,22.2,45,9.8,22.6,5.8,266
203,2024-06-10T11:00,23.9,40,9.3,24.8,6.9,227
204,2024-06-10T12:00,25.1,36,9,26,8.2,218
205,2024-06-10T13:00,26.4,31,8.1,26.1,12.1,282
206,2024-06-10T14:00,26.6,31,8.1,25.5,15.3,289
207,2024-06-10T15:00,26.6,32,8.6,24.6,16.4,285
208,2024-06-10T16:00,25.4,35,9,23.8,12.1,300
209,2024-06-10T17:00,25.5,36,9.5,23.8,10.8,300
210,2024-06-10T18:00,24.8,38,9.5,23.1,10.8,291
211,2024-06-10T19:00,23.7,41,9.6,22.1,10.4,316
212,2024-06-10T20:00,22.2,46,10.2,20.5,12.5,321
213,2024-06-10T21:00,20.8,53,10.8,19.2,13.2,331
214,2024-06-10T22:00,19,62,11.6,18.5,6.6,351
215,2024-06-10T23:00,18.1,68,12.1,18.4,2.9,353
216,2024-06-11T00:00,17.9,70,12.3,18.4,2,315
217,2024-06-11T01:00,17,75,12.6,17.1,5.2,254
218,2024-06-11T02:00,16.5,79,12.7,16.7,4.5,346
219,2024-06-11T03:00,16.5,74,12,16.7,2.9,263
220,2024-06-11T04:00,15.4,79,11.9,15.3,5,240
221,2024-06-11T05:00,14.5,83,11.7,14.4,4.3,228
222,2024-06-11T06:00,14.8,81,11.5,14.4,5.6,225
223,2024-06-11T07:00,15.9,75,11.4,15.7,4,243
224,2024-06-11T08:00,17.7,68,11.7,17.9,2.6,254
225,2024-06-11T09:00,19.9,59,11.6,20.2,3.8,287
226,2024-06-11T10:00,22.2,49,11,23.2,4,280
227,2024-06-11T11:00,23.9,43,10.4,24.6,7.8,283
228,2024-06-11T12:00,24.9,39,10.1,24.5,11.8,297
229,2024-06-11T13:00,25.7,35,8.9,25.3,12.1,297
230,2024-06-11T14:00,26,33,8.3,25.2,11.6,292
231,2024-06-11T15:00,25.8,32,8,25.2,8.6,292
232,2024-06-11T16:00,26,32,7.8,24.1,10.5,292
233,2024-06-11T17:00,25.4,32,7.6,23.3,10,291
234,2024-06-11T18:00,24.8,34,7.7,23.2,6.6,283
235,2024-06-11T19:00,24,36,7.9,22,10.4,290
236,2024-06-11T20:00,22.1,45,9.5,19.9,14.7,281
237,2024-06-11T21:00,20.6,56,11.5,19.6,10.2,260
238,2024-06-11T22:00,19.5,63,12.2,19.1,7.6,211
239,2024-06-11T23:00,18.6,66,12.2,18.4,6.6,193
240,2024-06-12T00:00,18.1,68,12.2,18.1,5,201
241,2024-06-12T01:00,17,75,12.5,17.3,3.6,174
242,2024-06-12T02:00,16.8,76,12.5,16.9,4.4,189
243,2024-06-12T03:00,16.9,73,12.1,17.2,2.6,286
244,2024-06-12T04:00,16.4,76,12.1,16.7,2.2,279
245,2024-06-12T05:00,15.9,78,12.2,16.3,1.9,292
246,2024-06-12T06:00,16,78,12.2,16.4,2.5,188
247,2024-06-12T07:00,17.6,71,12.3,18.2,1.1,252
248,2024-06-12T08:00,19.7,63,12.5,20,3.4,342
249,2024-06-12T09:00,22.1,54,12.4,22.6,3.1,339
250,2024-06-12T10:00,24.2,41,10,24.2,7.1,300
251,2024-06-12T11:00,25.4,34,8.4,24.8,10.2,293
252,2024-06-12T12:00,26,32,8.3,25.2,10.9,297
253,2024-06-12T13:00,27,28,6.9,26,12.6,294
254,2024-06-12T14:00,27.5,27,6.9,26.1,14.3,295
255,2024-06-12T15:00,27.5,26,6.5,25.5,14.5,289
256,2024-06-12T16:00,26.8,27,6.3,23.6,15.6,285
257,2024-06-12T17:00,26.2,29,6.6,23,15.9,288
258,2024-06-12T18:00,24.8,33,7.4,22.2,13.6,292
259,2024-06-12T19:00,23.8,38,8.5,22.1,9.1,304
260,2024-06-12T20:00,22.3,47,10.4,22.2,1.6,63
261,2024-06-12T21:00,20.7,47,9,19.3,7.4,129
262,2024-06-12T22:00,19.2,51,8.7,18.2,4.2,121
263,2024-06-12T23:00,18.2,56,9.3,17.7,2.3,129
264,2024-06-13T00:00,17.7,56,8.8,16.9,3.2,117
265,2024-06-13T01:00,16.2,63,9.1,14.8,7.7,143
266,2024-06-13T02:00,15.7,73,10.9,15.1,6.4,137
267,2024-06-13T03:00,15,75,10.6,14.6,4.1,128
268,2024-06-13T04:00,14.6,74,10,14.2,3.1,135
269,2024-06-13T05:00,14.2,77,10.3,13.9,2.8,140
270,2024-06-13T06:00,16.5,65,9.8,16.2,1.5,76
271,2024-06-13T07:00,18.2,58,9.7,18,1.1,270
272,2024-06-13T08:00,20.6,52,10.5,20.4,2.4,297
273,2024-06-13T09:00,23.6,41,9.6,23.8,0.8,297
274,2024-06-13T10:00,25.9,32,8.1,26.2,4.8,167
275,2024-06-13T11:00,27.4,31,8.5,28,7.9,164
276,2024-06-13T12:00,28.5,26,7.3,28.9,9.1,162
277,2024-06-13T13:00,29.5,21,4.7,29.8,6.3,156
278,2024-06-13T14:00,29.9,21,5.3,29,11.5,136
279,2024-06-13T15:00,30.2,22,6.1,28.4,14.5,136
280,2024-06-13T16:00,30.1,23,6.8,27.7,14.3,155
281,2024-06-13T17:00,28.9,30,9.5,26.5,16,171
282,2024-06-13T18:00,27.5,34,10.4,25.5,14.8,176
283,2024-06-13T19:00,26,38,10.5,24.6,10.9,172
284,2024-06-13T20:00,23.8,46,11.4,22.9,9.2,154
285,2024-06-13T21:00,22,52,11.7,21.3,8.4,137
286,2024-06-13T22:00,21.1,52,10.9,20.3,7.1,135
287,2024-06-13T23:00,19.9,54,10.4,19.3,5,120
288,2024-06-14T00:00,18.3,58,10,17.7,4.4,125
289,2024-06-14T01:00,17.7,56,8.8,16.6,5.4,132
290,2024-06-14T02:00,17.3,60,9.4,16.4,5.7,125
291,2024-06-14T03:00,16.7,65,10,16.1,4,117
292,2024-06-14T04:00,16,67,10,15.7,2.3,108
293,2024-06-14T05:00,15.6,67,9.6,15.2,2.6,106
294,2024-06-14T06:00,17.6,58,9.2,17.1,2.2,90
295,2024-06-14T07:00,20.5,48,9.1,19.7,4.5,346
296,2024-06-14T08:00,22.8,39,7.9,21.2,6.9,351
297,2024-06-14T09:00,25.3,33,7.7,23.7,6.9,351
298,2024-06-14T10:00,28.2,27,7.5,27.8,6.6,331
299,2024-06-14T11:00,30.6,23,7.4,31.4,4.8,312
300,2024-06-14T12:00,32.4,21,7.1,33.5,5.3,298
301,2024-06-14T13:00,32.8,20,6.7,32.8,10.7,318
302,2024-06-14T14:00,33.7,19,6.7,33.2,12.2,326
303,2024-06-14T15:00,34,18,6.6,32.4,15.1,320
304,2024-06-14T16:00,33.7,19,6.6,31.1,16.8,315
305,2024-06-14T17:00,32.9,20,6.9,29.6,17,302
306,2024-06-14T18:00,31.9,21,7.1,28.9,15.2,284
307,2024-06-14T19:00,30.3,24,7.3,27.8,12,261
308,2024-06-14T20:00,28.2,28,7.8,26.4,8.3,214
309,2024-06-14T21:00,26.5,32,8.3,25.1,6.3,211
310,2024-06-14T22:00,24.9,34,8,23.6,5.1,219
311,2024-06-14T23:00,23.1,37,7.7,21.5,6.9,219
312,2024-06-15T00:00,24,34,7.4,22.7,4.7,261
313,2024-06-15T01:00,23.8,38,8.6,23.1,2.3,18
314,2024-06-15T02:00,22.1,43,8.9,21.3,3.3,354
315,2024-06-15T03:00,20.4,48,9.1,19.5,4.7,328
316,2024-06-15T04:00,19.9,50,9.3,19.1,4.7,279
317,2024-06-15T05:00,18.4,55,9.3,17.3,6.4,243
318,2024-06-15T06:00,19.8,49,8.6,18.9,3.9,236
319,2024-06-15T07:00,21.5,42,8.2,20.7,2.4,243
320,2024-06-15T08:00,23.9,37,8.5,22.8,5.4,352
321,2024-06-15T09:00,26.2,33,8.7,24.7,10,334
322,2024-06-15T10:00,28.4,28,8.1,27,13.8,319
323,2024-06-15T11:00,29.9,24,7.3,28.7,15.5,312
324,2024-06-15T12:00,31.3,22,7,30,17.1,305
325,2024-06-15T13:00,30.8,21,5.8,27.9,21.6,288
326,2024-06-15T14:00,30.8,20,5.2,28.3,18.5,278
327,2024-06-15T15:00,30.4,21,5.9,27.5,20.2,292
328,2024-06-15T16:00,30.1,22,6.3,27.1,16,279
329,2024-06-15T17:00,29.8,24,7.2,27.2,13,264
330,2024-06-15T18:00,28.6,26,7.3,26.2,12.1,282
331,2024-06-15T19:00,27.3,27,6.6,24.5,13.8,285
332,2024-06-15T20:00,25.5,25,4.3,21.8,16.4,289
333,2024-06-15T21:00,24.2,25,2.9,21.3,9.2,281
334,2024-06-15T22:00,22.2,30,3.8,19.6,7.8,248
335,2024-06-15T23:00,21.1,33,4,18.6,7.6,278
336,2024-06-16T00:00,20.2,34,4,18,5.4,290
337,2024-06-16T01:00,18.3,40,4.6,16,7.1,311
338,2024-06-16T02:00,18.6,39,4.4,16.4,5.6,243
339,2024-06-16T03:00,17.1,42,4.2,14.8,6.4,223
340,2024-06-16T04:00,17.7,40,3.7,15.6,4.3,246
341,2024-06-16T05:00,16.5,42,3.7,14.4,4.3,265
342,2024-06-16T06:00,16.4,42,3.6,14.6,2.4,243
343,2024-06-16T07:00,18.1,38,3.6,16.2,2.3,252
344,2024-06-16T08:00,20.1,35,4,18.3,2.8,310
345,2024-06-16T09:00,22.9,30,4.3,21.1,5.8,338
346,2024-06-16T10:00,26.5,23,3.5,25.5,6,343
347,2024-06-16T11:00,28.9,20,3.7,29.3,3.3,311
348,2024-06-16T12:00,30.5,18,3.6,31.2,4,297
349,2024-06-16T13:00,31.3,17,3.4,31.8,5.2,282
350,2024-06-16T14:00,32.1,16,3.1,32.4,4.6,288
351,2024-06-16T15:00,32.5,16,3,31.3,9,286
352,2024-06-16T16:00,32,16,3.2,29.3,13,298
353,2024-06-16T17:00,31.3,17,3.2,27.7,13.9,307
354,2024-06-16T18:00,30.2,18,2.9,26.6,13.8,303
355,2024-06-16T19:00,28.6,19,2.4,24.7,15.5,295
356,2024-06-16T20:00,26.4,20,1.9,22.9,11.4,294
357,2024-06-16T21:00,24.3,24,2.5,21.6,6.5,273
358,2024-06-16T22:00,23.8,24,1.8,21.1,5.7,215
359,2024-06-16T23:00,21.4,27,1.6,18.4,7.4,227
360,2024-06-17T00:00,21.4,26,1.2,18.6,5.6,220
361,2024-06-17T01:00,20.5,29,1.6,18,4,207
362,2024-06-17T02:00,19.9,30,1.6,17.7,2.5,262
363,2024-06-17T03:00,19.3,31,1.7,17.2,2.1,239
364,2024-06-17T04:00,18.7,32,1.7,16.7,1.3,326
365,2024-06-17T05:00,18.3,33,1.9,16.3,1.6,63
366,2024-06-17T06:00,18.1,36,2.6,16.1,2.1,59
367,2024-06-17T07:00,19.3,34,3.1,17.3,2.8,320
368,2024-06-17T08:00,22.1,29,3.2,19.9,4.2,340
369,2024-06-17T09:00,25.4,24,3.3,23.4,6,343
370,2024-06-17T10:00,28.5,21,4.1,27.5,7.1,330
371,2024-06-17T11:00,30.6,19,4.3,30.6,6.1,315
372,2024-06-17T12:00,32.1,17,4,32.5,6.2,324
373,2024-06-17T13:00,32.6,17,4.3,32.9,7.1,330
374,2024-06-17T14:00,33.5,16,4,33.8,5.4,323
375,2024-06-17T15:00,34.1,15,3.9,33.6,6.2,263
376,2024-06-17T16:00,33.5,15,3.5,30.9,13.3,213
377,2024-06-17T17:00,32.4,15,2.8,28.7,14,203
378,2024-06-17T18:00,31.6,16,2.5,28.4,10.3,209
379,2024-06-17T19:00,29.8,20,4.4,27.5,6.9,219
380,2024-06-17T20:00,26.8,28,6.7,24.5,10.3,192
381,2024-06-17T21:00,24.7,32,7.1,22.8,8.3,185
382,2024-06-17T22:00,23.4,30,4.7,21.2,6,163
383,2024-06-17T23:00,21.6,32,4.3,19.6,4.5,194
384,2024-06-18T00:00,21.4,31,3.5,19.6,1.5,194
385,2024-06-18T01:00,19.3,37,4.3,17,6.3,149
386,2024-06-18T02:00,18.8,39,4.4,16.5,6.6,135
387,2024-06-18T03:00,19.9,32,2.8,17.5,5.2,155
388,2024-06-18T04:00,19.1,35,3.5,17,4.3,222
389,2024-06-18T05:00,17.8,43,5.1,16.1,3.6,233
390,2024-06-18T06:00,17.6,51,7.3,16.4,4,265
391,2024-06-18T07:00,19.7,50,9,18.5,6.1,310
392,2024-06-18T08:00,21.9,41,8.2,20.1,9.1,326
393,2024-06-18T09:00,24.3,34,7.6,22.4,11.5,319
394,2024-06-18T10:00,26.7,29,7.1,25.2,13.7,315
395,2024-06-18T11:00,28.9,24,6.1,27.9,13.8,311
396,2024-06-18T12:00,30.7,18,4,29.4,14.7,292
397,2024-06-18T13:00,30.8,15,1.5,28.8,16.9,286
398,2024-06-18T14:00,31.4,15,2,29.2,17.3,275
399,2024-06-18T15:00,30.4,21,5.9,28,19.8,280
400,2024-06-18T16:00,29.8,22,5.9,27.2,16.6,292
401,2024-06-18T17:00,29.9,20,4.6,26.2,16.7,256
402,2024-06-18T18:00,27,29,7.6,23.2,21.8,278
403,2024-06-18T19:00,24.4,35,8,21,19.8,289
404,2024-06-18T20:00,21,54,11.3,19,16.3,278
405,2024-06-18T21:00,19.9,62,12.5,19.2,10,257
406,2024-06-18T22:00,18.8,66,12.4,18.1,10.1,243
407,2024-06-18T23:00,17.9,68,12,17.2,9.4,272
408,2024-06-19T00:00,17.4,67,11.2,17,5.5,247
409,2024-06-19T01:00,17.2,74,12.6,16.6,9.7,270
410,2024-06-19T02:00,16.4,74,11.8,15.5,10,283
411,2024-06-19T03:00,15.8,74,11.2,15,8.5,282
412,2024-06-19T04:00,15.3,74,10.6,14.4,7.6,278
413,2024-06-19T05:00,14.6,75,10.3,13.7,6.9,276
414,2024-06-19T06:00,14.5,74,9.9,13.6,6.5,267
415,2024-06-19T07:00,15.1,69,9.3,14,6.1,270
416,2024-06-19T08:00,16.2,62,8.8,15.1,5.6,285
417,2024-06-19T09:00,18,53,8.4,16.5,7.9,294
418,2024-06-19T10:00,19.8,43,6.7,18.1,9.7,301
419,2024-06-19T11:00,21.9,33,4.8,20.5,11.3,307
420,2024-06-19T12:00,23.9,27,3.6,23.1,11.8,310
421,2024-06-19T13:00,24.7,23,2.2,23.8,11.3,297
422,2024-06-19T14:00,25.3,20,0.7,22.6,18.5,297
423,2024-06-19T15:00,26,18,0.1,23,17.2,323
424,2024-06-19T16:00,25.9,19,0.5,21.4,18.2,279
425,2024-06-19T17:00,22.5,36,6.6,18.3,23.3,283
426,2024-06-19T18:00,21.6,40,7.4,17.9,20.3,293
427,2024-06-19T19:00,18.5,53,8.7,15.5,18.8,315
428,2024-06-19T20:00,17.4,58,9.1,15.8,9.5,331
429,2024-06-19T21:00,17,61,9.3,16.6,1.6,117
430,2024-06-19T22:00,16.6,62,9.3,16.1,2.1,149
431,2024-06-19T23:00,15.8,66,9.5,15.1,4.3,270
432,2024-06-20T00:00,14.9,70,9.6,14.2,4.2,290
